226	7901	1
226	11572	1
226	13774	1
226	9134	1
226	8773	1
226	7742	1
226	11647	1
226	13775	1
226	6047	1
226	7902	1
226	10781	1
226	3343	1
226	4897	1
226	12408	1
226	13365	1
226	1037	1
226	2306	1
226	13524	1
226	12105	1
226	13862	1
226	9430	1
226	7328	1
226	8593	1
226	12106	1
226	9990	1
226	896	1
226	15541	1
226	1109	1
226	667	1
226	5662	1
226	2543	1
226	1264	1
226	13100	1
226	7014	1
226	14749	1
226	10553	1
226	12333	1
226	15354	1
226	11323	1
226	6262	1
226	14127	1
226	1038	1
226	5901	1
226	5434	1
226	14456	1
226	6263	1
226	2235	1
226	15018	1
226	14128	1
226	9364	1
226	6048	1
226	1039	1
226	2236	1
226	1733	1
226	6757	1
226	11956	1
226	408	1
226	7410	1
226	12107	1
226	1829	1
226	8137	1
226	8840	1
226	9365	1
226	12587	1
226	7329	1
226	3806	1
226	1916	1
226	6679	1
226	4975	1
226	15116	1
226	492	1
226	5198	1
226	9278	1
226	3344	1
226	8774	1
226	15019	1
226	11083	1
226	12762	1
226	14535	1
226	15355	1
226	4398	1
226	6424	1
226	5744	1
226	5199	1
226	7244	1
226	14369	1
226	9516	1
226	409	1
226	7411	1
226	6845	1
226	14370	1
226	5585	1
226	7903	1
226	12664	1
226	5510	1
226	13282	1
226	11728	1
226	12334	1
226	14457	1
226	12933	1
226	4898	1
226	2000	1
226	5511	1
226	2544	1
226	11241	1
226	2800	1
226	1830	1
226	410	1
226	15441	1
226	2001	1
226	577	1
226	4320	1
226	12335	1
226	2165	1
226	2801	1
226	11957	1
226	15199	1
226	3345	1
226	13525	1
226	8927	1
226	14129	1
226	6604	1
226	9832	1
226	2802	1
226	8138	1
226	9366	1
226	4321	1
226	12336	1
226	12763	1
226	5040	1
226	12337	1
226	2002	1
226	14288	1
226	4899	1
226	5363	1
226	12500	1
226	2003	1
226	9367	1
226	255	1
226	8139	1
226	7819	1
226	12180	1
226	6346	1
226	1110	1
226	2721	1
226	4474	1
226	668	1
226	5586	1
226	6119	1
226	12264	1
226	8513	1
226	12934	1
226	6347	1
226	3745	1
226	8444	1
226	2632	1
226	11400	1
226	12181	1
226	12501	1
226	1734	1
226	12502	1
226	13863	1
226	6680	1
226	4075	1
226	15836	1
226	3505	1
226	4322	1
226	1735	1
226	11805	1
226	5587	1
226	7506	1
226	8775	1
226	12503	1
226	13283	1
226	15020	1
226	15837	1
226	3590	1
226	669	1
226	12265	1
226	9431	1
226	2381	1
226	5281	1
226	4162	1
226	0	1
226	4813	1
226	3198	1
226	10701	1
226	2382	1
226	5364	1
226	7245	1
226	15356	1
226	1338	1
226	12409	1
226	7984	1
226	2880	1
226	1339	1
226	14820	1
226	8140	1
226	7904	1
226	6264	1
226	11007	1
226	12338	1
226	14201	1
226	7743	1
226	12665	1
226	13673	1
226	11886	1
226	3973	1
226	14905	1
226	14289	1
226	5116	1
226	15761	1
226	327	1
226	9914	1
226	14906	1
6149	11729	1
6149	13597	1
6149	7744	1
6149	7507	1
6149	4323	1
6149	10466	1
6149	102	1
6149	5745	1
6149	12504	1
6149	11958	1
6149	6425	1
6149	11155	1
6149	12266	1
6149	6681	1
6149	10782	1
6149	5663	1
6149	670	1
6149	11156	1
6149	6196	1
6149	3506	1
6149	6197	1
3269	10860	1
3269	2881	1
3269	1831	1
3269	11807	1
3269	5588	1
3269	1	1
3269	411	1
3269	971	1
3269	14750	1
3269	5746	1
3269	328	1
3269	10702	1
3269	9832	1
3269	1500	1
3269	7575	1
3269	7508	1
3269	9279	1
3269	8065	1
3269	9280	1
3269	7576	1
3269	14599	1
3269	12182	1
3269	6348	1
3269	14202	1
3269	4976	1
3269	13954	1
3269	7246	1
475	7247	1
475	1427	1
475	14203	1
475	2462	1
475	11084	1
475	5664	1
475	257	1
475	6120	1
475	10312	1
475	9005	1
475	14371	1
1804	12267	1
